תאריך פרסום,שם התכשיר,שם תכשיר באנגלית,שם החברה,סיבת העצירה,תאריך העצירה,צפי לחידוש שיווק,קבלת הודעה
,"פרוסטין E2 ג'ל וגינלי 2 מ""ג",Prostin E2 vaginal gel 2 mg,Novartis Israel Ltd.,סיבות תפעוליות,10/02/2024,31/03/2024,
,"פרוסטין E2 ג'ל וגינלי 2 מ""ג",Prostin E2 vaginal gel 2 mg,"פייזר פי אף אי פרמצבטיקה ישראל בע""מ",סיבות תפעוליות,10/02/2024,31/03/2024,
,"גאודון 80 מ""ג קפסולות",Geodon 80 mg Capsules,רפא,סיבות תפעוליות,אמצע אוקטובר 2023,התכשיר חזר למלאי,
,"ברבקטו 1400 מ""ג ספוט-און תמיסה וטרינרי כלבים",BRAVECTO 1400 MG SPOT-ON SOLUTION VETERINARY DOGS,Novartis Israel Ltd,סיבות תפעוליות,מיידי,התכשיר חזר למלאי,
,"גאודון 80 מ""ג קפסולות",Geodon 80 mg Capsules,Intervet Israel LTD,סיבות תפעוליות,אמצע אוקטובר 2023,התכשיר חזר למלאי,
,"ברבקטו 1400 מ""ג ספוט-און תמיסה וטרינרי כלבים",BRAVECTO 1400 MG SPOT-ON SOLUTION VETERINARY DOGS,Novartis Israel Ltd,סיבות תפעוליות,מיידי,התכשיר חזר למלאי,
,"גאודון 80 מ""ג קפסולות",Geodon 80 mg Capsules,"פייזר פי אף אי פרמצבטיקה ישראל בע""מ",סיבות תפעוליות,אמצע אוקטובר 2023,התכשיר חזר למלאי,
,"גאודון 80 מ""ג קפסולות",Geodon 80 mg Capsules,"כצט תעשיות כימיות בע""מ",סיבות תפעוליות,אמצע אוקטובר 2023,התכשיר חזר למלאי,
,"וסיקר 10 מ""ג",VESICARE 10 MG,"כצט תעשיות כימיות בע""מ",סיבות מסחריות,01/06/2024,לצמיתות,
,"וסיקר 5 מ""ג",Vesicare 5 mg,אורגנון פארמה ישראל,סיבות מסחריות,01/06/2024,לצמיתות,
,"וסיקר 10 מ""ג",VESICARE 10 MG,אורגנון פארמה ישראל,סיבות מסחריות,01/06/2024,לצמיתות,
,אלוקום תרחיץ,ELOCOM LOTION,"כצט תעשיות כימיות בע""מ",סיבות תפעוליות,20/01/2024,התכשיר חזר למלאי,
,זולטופיי,Xultophy,"כצט תעשיות כימיות בע""מ",סיבות מסחריות,19/11/2023,31/01/2024,
,זולטופיי,Xultophy,"מרק סרונו בע""מ",סיבות מסחריות,19/11/2023,31/01/2024,
,"וסיקר 10 מ""ג",VESICARE 10 MG,"כצט תעשיות כימיות בע""מ",סיבות מסחריות,16/01/2024,לצמיתות,
,זולטופיי,Xultophy,"טבע ישראל בע""מ",סיבות מסחריות,19/11/2023,31/01/2024,
,פרגובריס עט מוכן להזרקה,Pergoveris pre-filled pen,"נובו נורדיסק בע""מ",סיבות תפעוליות,01/02/2024,21/02/2024,
,"וסיקר 5 מ""ג",Vesicare 5 mg,Bioavenir LTD,סיבות מסחריות,16/01/2024,לצמיתות,
,פלוקו-אבניר,FLUCO - AVENIR,רפא,סיבות תפעוליות,02/01/2023,01.09.24 במקום 01.09.23,
,"גאבאפנטין טבע 300 מ""ג",GABAPENTIN TEVA 300MG,Bioavenir LTD,סיבות תפעוליות,תחילת פברואר 2024,התכשיר חזר למלאי,
,פן-רפא וי-ק 500,Pen-Rafa VK 500,Bioavenir LTD,סיבות תפעוליות,01/02/2024,15/03/2024,
,"דיפלוקאן 50 מ""ג/5 מ""ל",Diflucan 50 mg/5 ml,"טבע ישראל בע""מ",סיבות תפעוליות,01/02/2024,התכשיר חזר למלאי,
,סינטומיצין % 3,SYNTHOMYCINE 3%,רפא,סיבות תפעוליות,אמצע ינואר 2024,התכשיר חזר למלאי,
,לקסעדין,LAXADIN,"טבע ישראל בע""מ",סיבות תפעוליות,תחילת ינואר 2024,סוף פברואר 2024 (במקום סוף ינואר 2024),
,לקסעדין,LAXADIN,"טבע ישראל בע""מ",סיבות תפעוליות,תחילת ינואר 2024,סוף פברואר 2024 (במקום סוף ינואר 2024),
,סינטומיצין % 3,SYNTHOMYCINE 3%,רפא,סיבות תפעוליות,אמצע ינואר 2024,התכשיר חזר למלאי,
,סינטומיצין % 3,SYNTHOMYCINE 3%,"טבע תעשיות פרמצבטיות בע""מ",סיבות תפעוליות,אמצע ינואר 2024,התכשיר חזר למלאי,
,לקסעדין,LAXADIN,"קמהדע בע""מ",סיבות תפעוליות,תחילת ינואר 2024,סוף פברואר 2024 (במקום סוף ינואר 2024),
,תרודנט שטיפת פה,Tarodent Mouthwash,"קמהדע בע""מ",סיבות תפעוליות,10/02/2024,התכשיר חזר למלאי,
,תרודנט שטיפת פה,Tarodent Mouthwash,"תרו תעשייה רוקחית בע""מ",סיבות תפעוליות,10/02/2024,התכשיר חזר למלאי,
,פרקוסט 10,Percocet 10,"תרו תעשייה רוקחית בע""מ",סיבות תפעוליות,08/02/2024,התכשיר חזר למלאי,
,"ריבסטיגמין מדבקה דקסל 9.5 מ""ג/24 שעות",RIVASTIGMINE PATCH DEXCEL 9.5 MG/24 H,"קמהדע בע""מ",סיבות תפעוליות,15.12.2023,31.01.2024,
,"ציפרו-טבע 2 מ""ג/מ""ל",CIPRO-TEVA 2 MG/ML,"תרו תעשיה רוקחית בע""מ",סיבות תפעוליות,תחילת דצמבר 2023,אמצע פברואר 2024 (במקום אמצע ינואר 2024),
,"ריבסטיגמין מדבקה דקסל 9.5 מ""ג/24 שעות",RIVASTIGMINE PATCH DEXCEL 9.5 MG/24 H,"טבע ישראל בע""מ",סיבות תפעוליות,15.12.2023,31.01.2024,
,"ריבסטיגמין מדבקה דקסל 9.5 מ""ג/24 שעות",RIVASTIGMINE PATCH DEXCEL 9.5 MG/24 H,דקסל,סיבות תפעוליות,15.12.2023,31.01.2024,
,"סינאקלסט תרו 30 מ""ג",Cinacalcet Taro 30 mg,דקסל בעמ,סיבות תפעוליות,02/08/2023,29/02/2024,
,ויפאקס 75,VIEPAX 75,"קמהדע בע""מ",סיבות תפעוליות,10.01.2024,התכשיר חזר למלאי,
,"ריבסטיגמין מדבקה דקסל 4.6 מ""ג/24 שעות",RIVASTIGMINE PATCH DEXCEL 4.6 MG/24 h,"צמל ביופרמה בע""מ",סיבות תפעוליות,10.01.2024,התכשיר חזר למלאי,
,"קסנאקס XR מ""ג 1",XANAX X.R. 1 mg,דקסל בעמ,סיבות מסחריות,אמצע נובמבר 2023,סוף פברואר 2024,
,"סינאקלסט תרו 30 מ""ג",Cinacalcet Taro 30 mg,"פייזר פי אף אי פרמצבטיקה ישראל בע""מ",סיבות תפעוליות,02/08/2023,29/02/2024,
,"ליפיטור 20 מ""ג",Lipitor 20 mg,דקסל בעמ,סיבות תפעוליות,15.01.2024,15.02.2024,
,"אליגרד 7.5 מ""ג",ELIGARD 7.5 MG,פייזר PFE,סיבות מסחריות,07/01/2022,הפסקה לצמיתות,
,דוטאסטמד,DUTASTAMED,"צמל ביופרמה בע""מ",סיבות תפעוליות,01.01.2024,30.04.2024,
,"קסנאקס XR מ""ג 1",XANAX X.R. 1 mg,"תרו אינטרנשיונל בע""מ",סיבות מסחריות,אמצע נובמבר 2023,סוף פברואר 2024,
,פטרייה-תי,Pitriya-T,Trima Israel Pharmaceutical Products Maabarot Ltd.,סיבות תפעוליות,05/10/2023,התכשיר חזר למלאי,
,סטאפידרם קרם,Staphiderm Cream,"באייר ישראל בע""מ",סיבות תפעוליות,מיידי,29.02.2024,
,סטאפידרם קרם,Staphiderm Cream,"טבע ישראל בע""מ",סיבות תפעוליות,מיידי,29.02.2024,
,סטאפידרם קרם,Staphiderm Cream,"טבע ישראל בע""מ",סיבות תפעוליות,מיידי,29.02.2024,
,טמסו פי.אר. טבע,TAMSU P.R TEVA,"טבע ישראל בע""מ",סיבות תפעוליות,תחילת פברואר 2024,תחילת מרץ 2024,
,"פליקסוטייד משאף 250 מק""ג ללא CFC",FLIXOTIDE INHALER CFC FREE 250 MCG,"טבע ישראל בע""מ",סיבות תפעוליות,26/01/2024,התכשיר חזר למלאי,
,אגיסטן קומבי,Agisten Combi,GLAXO SMITH KLINE (ISRAEL) LTD,סיבות תפעוליות,21/01/2024,28/02/2024,
,"סוניטיניב טבע 12.5 מ""ג",SUNITINIB TEVA 12.5 MG,"טבע ישראל בע""מ",סיבות תפעוליות,תחילת ינואר 2024,אמצע מרץ 2024,
,פלואורואורציל טבע,FLUOROURACIL TEVA,"אינובמד בע""מ",סיבות תפעוליות,אמצע אוקטובר 2023,סוף פברואר 2024 (במקום סוף נובמבר 2023),
,פלואורואורציל טבע,FLUOROURACIL TEVA,"אינובמד בע""מ",סיבות תפעוליות,אמצע אוקטובר 2023,סוף פברואר 2024 (במקום סוף נובמבר 2023),
,רמיפריל אינובמד 5,RAMIPRIL INOVAMED 5,"תרו אינטרנשיונל בע""מ",סיבות תפעוליות,01/01/2024,31.03.2024,
,"דסטיניב תרו 50 מ""ג",Dasatinib Taro 50 mg,"טבע ישראל בע""מ",סיבות תפעוליות,14/01/2024,התכשיר חזר למלאי,
,אוקסליפלטין טבע,oxaliplatin-teva-04012024,תרו תעשייה רוקחית,סיבות תפעוליות,אמצע פברואר 2024,התכשיר חזר למלאי,
,דרמקומבין משחה,Dermacombin Ointment,"טבע ישראל בע""מ",סיבות תפעוליות,15/02/2024,20/04/2024,
,דרמקומבין קרם,Dermacombin Cream,"תרו אינטרנשיונל בע""מ",סיבות תפעוליות,14/01/2024,20/04/2024,
,מיקונייל,MycoNail,"תרו אינטרנשיונל בע""מ",סיבות תפעוליות,09/03/2022,01/12/2024,
,מיקונייל,MycoNail,"תרו אינטרנשיונל בע""מ",סיבות תפעוליות,09/03/2022,01/12/2024,
,אוקסליפלטין טבע,oxaliplatin-teva-04012024,"תרו אינטרנשיונל בע""מ",סיבות תפעוליות,אמצע פברואר 2024,התכשיר חזר למלאי,
,דרמקומבין משחה,Dermacombin Ointment,"תרו אינטרנשיונל בע""מ",סיבות תפעוליות,15/02/2024,20/04/2024,
,מיקונייל,MycoNail,"תרו אינטרנשיונל בע""מ",סיבות תפעוליות,09/03/2022,01/12/2024,
,דורזולאמיד טימולול תרו,Dorzolamide Timolol Taro,איי.אל.מדי-מרקט,סיבות תפעוליות,07/01/2024,30/03/2024,
,אטופוסיד טבע,ETOPOSIDE TEVA,"טבע ישראל בע""מ",סיבות תפעוליות,אמצע אוקטובר 2023,סוף ינואר 2024 (במקום תחילת ינואר 2024),
,"סנדוסטטין® 0.05 מ""ג/מ""ל",SANDOSTATIN® 0.05 MG/ML,איי.אל.מדי-מרקט,סיבות תפעוליות,31.12.2023,התכשיר חזר למלאי,
,"סנדוסטטין® 0.05 מ""ג/מ""ל",SANDOSTATIN® 0.05 MG/ML,איי.אל.מדי-מרקט,סיבות תפעוליות,31.12.2023,התכשיר חזר למלאי,
,"סנדוסטטין® 0.05 מ""ג/מ""ל",SANDOSTATIN® 0.05 MG/ML,PADAGIS ISRAEL PHARMACEUTICALS LTD.,סיבות תפעוליות,31.12.2023,התכשיר חזר למלאי,
,קרטוספור,KERATOSPOR,Euromar Ltd,סיבות מסחריות,06.01.2024,לצמיתות,
,מיקוטיל 300 וטרינרי,Micotil 300 Veterinary,RAZ PHARMACEUTICS LTD.,סיבות תפעוליות,12.8.2020,31.07.2024,
,טראוסולפן רז 5 גרם,TREOSULFAN RAZ 5 G,PADAGIS ISRAEL APHARMACEUTICALS LTD,סיבות תפעוליות,01.10.2023,31.01.2024 במקום 31.12.2023,
,פנטה 12,Fenta 12,PADAGIS ISRAEL APHARMACEUTICALS LTD,סיבות תפעוליות,31.01.2024,31.03.2024,
,פנטה 25,Fenta 25,PADAGIS ISRAEL APHARMACEUTICALS LTD,סיבות תפעוליות,31.01.2024,31.03.2024,
,"קמדרין טבליות 5 מ""ג",KEMADRIN TABLETS 5 MG,PADAGIS ISRAEL APHARMACEUTICALS LTD,סיבות תפעוליות,05.11.2023,28.02.2024 במקום 15.01.2024,
,אקסיפן,Exipan,רפא,סיבות תפעוליות,17.12.2023,התכשיר חזר למלאי,
,"קמדרין טבליות 5 מ""ג",KEMADRIN TABLETS 5 MG,"טבע ישראל בע""מ",סיבות תפעוליות,05.11.2023,28.02.2024 במקום 15.01.2024,
,"ריבר טבע 10 מ""ג",RIVAR TEVA 10 MG,פייזר PFE,סיבות תפעוליות,אמצע ינואר 2024,סוף ינואר 2024,
,"ריבר טבע 15 מ""ג",RIVAR TEVA 15 MG,פייזר PFE,סיבות תפעוליות,אמצע דצמבר 2023,התכשיר חזר למלאי,
,זינפורו,Zinforo,"טבע ישראל בע""מ",סיבות תפעוליות,31.12.2023,התכשיר חזר למלאי,
,"ריבר טבע 15 מ""ג",RIVAR TEVA 15 MG,איי.אל.מדי-מרקט,סיבות תפעוליות,אמצע דצמבר 2023,התכשיר חזר למלאי,
,ונטולין תמיסה לשאיפה,VENTOLIN RESPIRATOR SOLUTION,איי.אל.מדי-מרקט,סיבות תפעוליות,31.12.2023,התכשיר חזר למלאי,
,ונטולין תמיסה לשאיפה,VENTOLIN RESPIRATOR SOLUTION,"ניאופרם סיינטיפיק בע""מ",סיבות תפעוליות,31.12.2023,התכשיר חזר למלאי,
,"רבלימיד 10 מ""ג",REVLIMID 10 MG,"אוניפארם סחר בע""מ",סיבות תפעוליות,07.01.2024,07.02.2024,
,ערמוניה,Armonia,PADAGIS ISRAEL PHARMACEUTICALS LTD,סיבות תפעוליות,25/12/2023,התכשיר חזר למלאי,
,קולוטאל,Colotal,GLAXO SMITH KLINE (ISRAEL) LTD,סיבות תפעוליות,14/12/2023,התכשיר חזר למלאי,
,"אימיטרקס טבליות 100 מ""ג",IMITREX TABLETS 100 MG,GLAXO SMITH KLINE (ISRAEL) LTD,סיבות תפעוליות,21/12/2023,30/04/2023,
,צפטריאקסון תרימה 1 גרם,Ceftriaxone-Trima 1g,GLAXO SMITH KLINE (ISRAEL) LTD,סיבות תפעוליות,15/01/2024,31/03/2024,
,צפטריאקסון תרימה 1 גרם,Ceftriaxone-Trima 1g,חברת אורגנון פארמה ישראל,סיבות תפעוליות,15/01/2024,31/03/2024,
,"אימיטרקס טבליות 50 מ""ג",IMITREX TABLETS 50 MG,אורגנון פארמה ישראל,סיבות תפעוליות,21/12/2023,30/04/2023,
,"אזטרול 10 מ""ג טבליות",EZETROL 10 MG TABLETS,GLAXO SMITH KLINE (ISRAEL) LTD,סיבות תפעוליות,25/12/2023,התכשיר חזר למלאי,
,"אימיטרקס טבליות 50 מ""ג",IMITREX TABLETS 50 MG,"טבע ישראל בע""מ",סיבות תפעוליות,21/12/2023,30/04/2023,
,"אינספרה 50 מ""ג",INSPRA 50 MG,מגאפארם,סיבות תפעוליות,20.12.2023,התכשיר חזר למלאי,
,"סירן 200 מ""ג טבליות תוססות",Siran 200mg effervescent tablets,"טבע ישראל בע""מ",סיבות תפעוליות,20/09/2023,התכשיר חזר למלאי,
,"סירן 200 מ""ג טבליות תוססות",Siran 200mg effervescent tablets,Novartis Israel Ltd.,סיבות תפעוליות,20/09/2023,התכשיר חזר למלאי,
,"בודסון 3 מ""ג כמוסות",Budeson 3 mg capsules,Novartis Israel Ltd.,סיבות תפעוליות,01/12/2023,התכשיר חזר למלאי,
,"בודסון 3 מ""ג כמוסות",Budeson 3 mg capsules,Novartis Israel Ltd.,סיבות תפעוליות,01/12/2023,התכשיר חזר למלאי,
,אזטימיב סנדוז,EZETIMIBE SANDOZ,"קומקס בע""מ",סיבות תפעוליות,19/01/2024,31/08/2024,
,נורודין 24 וטרינרי,Norodine 24 Veterinary,GSK Consumer Healthcare Israel Ltd.,סיבות תפעוליות,01.05.2020,התכשיר חזר למלאי,
,"ניקוטיניל לכסניות 1 מ""ג",Nicotinell Lozenges 1mg,PADAGIS ISRAEL PHARMACEUTICALS LTD,סיבות תפעוליות,01/10/2023,התכשיר חזר למלאי,
,מנטקס קרם,MENTAX CREAM,פייזר פ.אף.אי,סיבות תפעוליות,01/01/2024,31/01/2024,
,מנטקס קרם,MENTAX CREAM,PADAGIS ISRAEL PHARMACEUTICALS LTD,סיבות תפעוליות,01/01/2024,31/01/2024,
,זיטרומקס תוך ורידי,ZITHROMAX IV,PADAGIS ISRAEL PHARMACEUTICALS LTD,סיבות מסחריות,סוף ינואר 2024,תחילת אפריל 2024,
,טופיסלן,Topisalen,PADAGIS ISRAEL PHARMACEUTICALS LTD,סיבות תפעוליות,01/06/2022,31/03/2024,
,הרגיין קצף,HAIRGAIN FOAM,PADAGIS ISRAEL PHARMACEUTICALS LTD,סיבות תפעוליות,01/10/2023,התכשיר חזר למלאי,
,זיטרומקס תוך ורידי,ZITHROMAX IV,דקסל,סיבות מסחריות,סוף ינואר 2024,תחילת אפריל 2024,
,"פרגבלין דקסל 50 מ""ג",PREGABALIN DEXCEL 50 MG,פייזר PFE,סיבות תפעוליות,16.10.23,התכשיר חזר למלאי,
,"פרגבלין דקסל 50 מ""ג",PREGABALIN DEXCEL 50 MG,"פייזר פי אף אי פרמצבטיקה ישראל בע""מ",סיבות תפעוליות,16.10.23,התכשיר חזר למלאי,
,"קטאלר להזרקה 50 מ""ג/מ""ל",Ketalar 50 mg/ml Injection,"דקסל פארמה טכנולוגיות בע""מ",סיבות תפעוליות,10.10.23,התכשיר חזר למלאי,
,טרמדקס או.די 100,TRAMADEX OD 100,"דקסל פארמה טכנולוגיות בע""מ",סיבות תפעוליות,מיידי,28/02/2024,
,טרמדקס או.די 200,TRAMADEX 200 OD,Novartis Israel Ltd.,סיבות תפעוליות,30.12.2023,01.03.2024,
,"אטוריקוקסיב 120 מ""ג",ETORICOXIB DEXCEL 120 MG,Novartis Israel Ltd.,סיבות תפעוליות,08.10.2023,11.01.2024,
,"זינט תרחיף 125 מ""ג/5 מ""ל",ZINNAT SUSPENSION 125 MG/5 ML,PADAGIS ISRAEL AGENSIES LTD.,סיבות תפעוליות,20/09/2023,30/04/2024 במקום 28/02/2024,
,אקסידול,EXIDOL,"אליעזר לינביץ בע""מ",סיבות תפעוליות,05/11/2023,התכשיר חזר למלאי,
,"מלפלן רז 50 מ""ג",MELPHALAN RAZ 50 MG,"אליעזר לינביץ בע""מ",סיבות תפעוליות,01/06/2023,התכשיר חזר למלאי,
,אקסידול,EXIDOL,"אליעזר לינביץ בע""מ",סיבות תפעוליות,05/11/2023,התכשיר חזר למלאי,
,אמבוטייפ וטרינרי,Embotape veterinary,רז רוקחות,סיבות תפעוליות,מיידי,01/03/2024,
,"ריפאליד 1 מ""ג",RIPALID 1 MG,"אליעזר לינביץ בע""מ",סיבות תפעוליות,11/01/2024,31/03/2024,
,"מלפלן רז 50 מ""ג",MELPHALAN RAZ 50 MG,רז רוקחות,סיבות תפעוליות,01/06/2023,התכשיר חזר למלאי,
,"אפדרין הידרוכלוריד סטרופ 50 מ""ג/ 1 מ""ל",EPHEDRINE HCL STEROP 50 MG/1 ML,PADAGIS ISRAEL PHARMACEUTICALS LTD.,סיבות תפעוליות,31.07.2023,31.01.2024,
,אבקויר לאמיבודין תרו,Abacavir Lamivudine Taro,PADAGIS ISRAEL PHARMACEUTICALS LTD.,סיבות תפעוליות,07/12/2023,התכשיר חזר למלאי,
,אגיספור גל,AGISPOR GEL,"תרו אינטרנשיונל בע""מ",סיבות תפעוליות,10/12/2023,התכשיר חזר למלאי,
,פקליטקסל טבע,PACLITAXEL TEVA,PADAGIS ISRAEL PHARMACEUTICALS LTD,סיבות תפעוליות,תחילת יולי 2023,סוף ינואר 2024 (במקום אמצע דצמבר 2023),
,"קסנאגיס 0.5 מ""ג",XANAGIS 0.5 mg,"פאדאגיס ישראל סוכנויות בע""מ",סיבות תפעוליות,07/12/2023,התכשיר חזר למלאי,
,גאמונקס ® - סי,GAMUNEX ® - C,"תרו אינטרנשיונל בע""מ",סיבות תפעוליות,24/12/2023,התכשיר חזר למלאי,
,"ריבר טבע 15 מ""ג",RIVAR TEVA 15 MG,PADAGIS ISRAEL PHARMACEUTICALS LTD,סיבות תפעוליות,אמצע דצמבר 2023,סוף דצמבר 2023,
